,An_comptage,Nummois_comptage,Semaine_comptage,Comptage_horaire,Ferie,Vacances,Restrictions_covid,Temperature_min,Temperature_max,Temperature_moy,Precipitations,Ensoleillement,An_semaine,lat,lng,Distance_métro,Distance_centre_Paris,Densité_pop,ADULTES HANDICAPÉS : ACCUEIL/HÉBERGEMENT,ADULTES HANDICAPÉS : SERVICES DE SOINS À DOMICILE,AGENCE DE TRAVAIL TEMPORAIRE,AMBULANCE,ATHLÉTISME,BOULODROME,BOWLING,CAMPING,CENTRE ACCUEIL DEMANDEUR D’ASILE,CENTRE DE SANTÉ,CENTRE DISPENSANT DES FORMATIONS D’APPRENTISSAGE AGRICOLE,CENTRE LUTTE CANCER,CENTRE MÉDECINE PRÉVENTIVE,CENTRE PROVISOIRE D’HÉBERGEMENT,CENTRE ÉQUESTRE,CHRS : CENTRE D’HÉBERGEMENT ET DE RÉINSERTION SOCIALE,CONSEIL DE PRUD’HOMMES (CPH),CONSERVATOIRE,CONTRÔLE TECHNIQUE AUTOMOBILE,COUR D’APPEL (CA),DIALYSE,DRFIP ET DDFIP,ENFANTS HANDICAPÉS : HÉBERGEMENT,ENFANTS HANDICAPÉS : SERVICES À DOMICILE OU AMBULATOIRES,ERGOTHÉRAPEUTE,GARES,GRANDE SURFACE DE BRICOLAGE,HOSPITALISATION À DOMICILE,HYPERMARCHÉ,LYCÉE D’ENSEIGNEMENT TECHNIQUE ET/OU PROFESSIONNEL AGRICOLE,MAGASIN DE REVÊTEMENTS MURS ET SOLS,MAISON DE JUSTICE ET DU DROIT,MAISON DE SANTÉ PLURIDISCIPLINAIRE,MATERNITÉ,ORTHOPTISTE,PARCOURS SPORTIF/SANTÉ,PERSONNES ÂGÉES : SOINS À DOMICILE,PLATEAUX ET TERRAINS DE JEUX EXTÉRIEURS,POISSONNERIE,PRODUITS SURGELÉS,PROTECTION DE L’ENFANCE - ACTION ÉDUCATIVE,PROTECTION DE L’ENFANCE - HÉBERGEMENT,PSYCHOMOTRICIEN,RELAIS POSTE,ROLLER-SKATE-VÉLO BICROSS OU FREESTYLE,SALLES DE COMBAT,SALLES NON SPÉCIALISÉES,SALLES SPÉCIALISÉES,SERVICES FUNÉRAIRES,SPORTS DE GLACE,SPORTS NAUTIQUES,SPÉCIALISTE EN CARDIOLOGIE,SPÉCIALISTE EN GASTRO-ENTÉROLOGIE HÉPATOLOGIE,SPÉCIALISTE EN PNEUMOLOGIE,SPÉCIALISTE EN STOMATOLOGIE,STATION-SERVICE,STRUCTURE PSYCHIATRIQUE EN AMBULATOIRE,TENNIS,TERRAIN DE GOLF,TERRAINS DE GRANDS JEUX,TRANSFUSION SANGUINE,TRAVAIL PROTÉGÉ,TRIBUNAL DE COMMERCE (TCO),URGENCES,ÉCOLE D’ENSEIGNEMENT SUPÉRIEUR AGRICOLE,ÉQUIPEMENT DE CYCLISME,ÉTABLISSEMENT PSYCHIATRIQUE,ÉTABLISSEMENT SANTÉ COURT SÉJOUR,ÉTABLISSEMENT SANTÉ LONG SÉJOUR,ÉTABLISSEMENT SANTÉ MOYEN SÉJOUR
1100,2021,8,34,38.267857142857146,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.83848,2.37587,0.374,3.192,8595.701402705823,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
6198,2021,8,34,235.9047619047619,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.86377,2.35096,0.151,1.017,21928.98943803198,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3310,2021,8,34,225.28571428571428,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.86057,2.38886,0.308,3.45,32743.338668470544,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1
6270,2021,8,34,79.6547619047619,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.896825,2.345648,0.11,4.473,32235.881593987575,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1
671,2021,8,34,37.642857142857146,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.84604,2.37561,0.336,2.72,8595.701402705823,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
3670,2021,8,34,99.00595238095238,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.89172,2.38531,0.479,5.019,27319.377438216226,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
233,2021,8,34,53.30952380952381,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.82636,2.30303,0.297,4.431,24322.526118098907,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1
1738,2021,8,34,41.13095238095238,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.82026,2.3592,0.17,4.236,25349.715195123972,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
4310,2021,8,34,90.21428571428571,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.86179,2.32014,0.147,1.718,12146.773931791355,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
455,2021,8,34,297.2738095238095,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.87756,2.35535,0.389,2.515,30038.321831416008,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1
1311,2021,8,34,53.63095238095238,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.83436,2.377,0.552,3.559,25349.715195123972,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
5163,2021,8,34,48.839285714285715,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.86462,2.31444,0.288,2.222,9342.695864301806,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
3382,2021,8,34,19.398809523809526,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.86451,2.40932,0.063,5.0,32743.338668470544,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1
3958,2021,8,34,56.95238095238095,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.89141,2.38482,0.467,4.969,27319.377438216226,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
4242,2021,8,34,41.50595238095238,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.840801,2.333233,0.343,1.884,19121.77065439787,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
4880,2021,8,34,86.72619047619048,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.869831,2.307076,0.33,2.965,9342.695864301806,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
4952,2021,8,34,84.39880952380952,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.86373,2.31973,0.356,1.828,9342.695864301806,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
6342,2021,8,34,88.19047619047619,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.88529,2.32666,0.216,3.382,32235.881593987575,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1
5306,2021,8,34,39.095238095238095,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.84216,2.30115,0.294,3.419,27388.836034635202,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
3454,2021,8,34,34.416666666666664,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.86485,2.40966,0.104,5.031,32743.338668470544,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1
1594,2021,8,34,65.17857142857143,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.83068,2.35348,0.264,3.006,25349.715195123972,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
3598,2021,8,34,94.42857142857143,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.89172,2.38531,0.479,5.019,27319.377438216226,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
4102,2021,8,34,59.416666666666664,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.889046,2.374872,0.198,4.325,27319.377438216226,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
4174,2021,8,34,35.80357142857143,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.840801,2.333233,0.343,1.884,19121.77065439787,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
5234,2021,8,34,35.67857142857143,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.842091,2.301,0.287,3.432,27388.836034635202,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
3526,2021,8,34,17.553571428571427,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.86485,2.40966,0.104,5.031,32743.338668470544,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1
599,2021,8,34,61.19642857142857,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.843435,2.383378,0.486,3.36,8595.701402705823,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
1450,2021,8,34,0.07142857142857142,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.82658,2.38409,0.344,4.543,25349.715195123972,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
5091,2021,8,34,110.05952380952381,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.86462,2.31444,0.288,2.222,9342.695864301806,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
3178,2021,8,34,10.94047619047619,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.88181,2.281546,0.555,5.257,29631.31131593703,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1
4526,2021,8,34,76.33928571428571,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.86288,2.31179,0.08,2.337,12146.773931791355,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
1378,2021,8,34,51.083333333333336,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.830449,2.353199,0.299,3.025,25349.715195123972,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
3814,2021,8,34,28.273809523809526,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.890457,2.368852,0.582,4.235,27319.377438216226,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
4454,2021,8,34,20.476190476190474,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.86284,2.310345,0.241,2.438,12146.773931791355,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
527,2021,8,34,303.1309523809524,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.877726,2.354926,0.388,2.521,30038.321831416008,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1
3106,2021,8,34,45.976190476190474,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.874716,2.292439,0.266,4.168,29631.31131593703,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1
4808,2021,8,34,64.1547619047619,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.869873,2.307419,0.295,2.946,9342.695864301806,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
4598,2021,8,34,119.64285714285714,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.86288,2.31179,0.08,2.337,12146.773931791355,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
3886,2021,8,34,53.470238095238095,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.89141,2.38482,0.467,4.969,27319.377438216226,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
3034,2021,8,34,0.0,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.860528,2.388364,0.288,3.413,39839.12931332299,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1
383,2021,8,34,61.92857142857143,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.87813,2.3497,0.154,2.449,30038.321831416008,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1
4736,2021,8,34,64.29166666666667,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.86357,2.32203,0.319,1.669,8799.126843662507,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5594,2021,8,34,58.36309523809524,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.84638,2.31529,0.159,2.284,27388.836034635202,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
4667,2021,8,34,42.93452380952381,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.86357,2.32203,0.319,1.669,8799.126843662507,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5019,2021,8,34,73.94047619047619,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.86378,2.32003,0.35,1.81,9342.695864301806,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
718,2021,8,34,1.875,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.84604,2.37561,0.336,2.72,8595.701402705823,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
313,2021,8,34,96.86309523809524,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.87773,2.3506,0.215,2.422,30038.321831416008,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1
5522,2021,8,34,22.55952380952381,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.84638,2.31529,0.159,2.284,27388.836034635202,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
1028,2021,8,34,18.660714285714285,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.830331,2.400551,0.269,5.187,8595.701402705823,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
5450,2021,8,34,77.94642857142857,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.85209,2.28508,0.516,4.224,27388.836034635202,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
1810,2021,8,34,34.86904761904762,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.84223,2.36811,0.299,2.487,25349.715195123972,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
1666,2021,8,34,40.095238095238095,0.0,1.0,0.0,14.457142857142859,22.342857142857145,18.071428571428573,0.08571428571428572,5.2,202134,48.82024,2.35902,0.181,4.234,25349.715195123972,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
